PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
PALMER (POTTER),13,TENNIS COURT,OUTDOOR,1180038.96028,1830859.4285299999,"{'latitude': '41.691144', 'longitude': '-87.616483', 'needs_recoding': False}"
PALMER (POTTER),13,TENNIS COURT,OUTDOOR,1179991.40066,1830857.4469099999,"{'latitude': '41.69114', 'longitude': '-87.616657', 'needs_recoding': False}"
PALMER (POTTER),13,TENNIS COURT,OUTDOOR,1179941.8594200001,1830855.46496,"{'latitude': '41.691136', 'longitude': '-87.616839', 'needs_recoding': False}"
PALMER (POTTER),13,TENNIS COURT,OUTDOOR,1179896.2811,1830853.48333,"{'latitude': '41.691131', 'longitude': '-87.617006', 'needs_recoding': False}"
PALMER (POTTER),13,TENNIS COURT,OUTDOOR,1179852.6847300001,1830851.50171,"{'latitude': '41.691127', 'longitude': '-87.617165', 'needs_recoding': False}"
PALMER (POTTER),13,WATER SLIDE,OUTDOOR,1180313.2422100001,1831337.31439,"{'latitude': '41.692449', 'longitude': '-87.615465', 'needs_recoding': False}"
PARK NO. 399,399,PLAYGROUND PARK,OUTDOOR,1159711.6328199999,1909468.0462499999,"{'latitude': '41.907297', 'longitude': '-87.688746', 'needs_recoding': False}"
PARK NO. 422,422,PLAYGROUND,OUTDOOR,1154773.7775399999,1897635.0672899999,"{'latitude': '41.874926', 'longitude': '-87.707202', 'needs_recoding': False}"
PARK NO. 422,422,SPRAY FEATURE,OUTDOOR,1154648.75679,1897605.4768000001,"{'latitude': '41.874848', 'longitude': '-87.707662', 'needs_recoding': False}"
PARK NO. 484,484,PLAYGROUND,OUTDOOR,1146429.5662100001,1859662.0726999999,"{'latitude': '41.770886', 'longitude': '-87.738803', 'needs_recoding': False}"
PARK NO. 489,489,PLAYGROUND PARK,OUTDOOR,1160204.7243600001,1899111.77464,"{'latitude': '41.878868', 'longitude': '-87.687221', 'needs_recoding': False}"
PARK NO. 489,489,SPRAY FEATURE,OUTDOOR,1160202.6997499999,1899209.8125,"{'latitude': '41.879137', 'longitude': '-87.687225', 'needs_recoding': False}"
PARK NO. 500,500,BASKETBALL COURT,OUTDOOR,1150398.60519,1896203.05244,"{'latitude': '41.871083', 'longitude': '-87.723303', 'needs_recoding': False}"
PARK NO. 500,500,PLAYGROUND,OUTDOOR,1150587.9840800001,1896322.11519,"{'latitude': '41.871406', 'longitude': '-87.722605', 'needs_recoding': False}"
PARK NO. 510,510,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1162002.7722700001,1896550.5123699999,"{'latitude': '41.871802', 'longitude': '-87.68069', 'needs_recoding': False}"
PARK NO. 510,510,BASEBALL SR,OUTDOOR,1161921.44829,1896640.10668,"{'latitude': '41.87205', 'longitude': '-87.680986', 'needs_recoding': False}"
PARK NO. 510,510,BASEBALL SR,OUTDOOR,1162058.59663,1896498.1342,"{'latitude': '41.871657', 'longitude': '-87.680487', 'needs_recoding': False}"
PARK NO. 515,515,FITNESS CENTER,INDOOR,1152903.2360100001,1895591.6297800001,"{'latitude': '41.869356', 'longitude': '-87.714124', 'needs_recoding': False}"
PARK NO. 515,515,GYMNASIUM,INDOOR,1152909.8836300001,1895701.9789700001,"{'latitude': '41.869659', 'longitude': '-87.714096', 'needs_recoding': False}"
PARK NO. 515,515,POOL (INDOOR),INDOOR,1152909.8836300001,1895659.4347600001,"{'latitude': '41.869542', 'longitude': '-87.714098', 'needs_recoding': False}"
PARK NO. 515,515,PLAYGROUND,OUTDOOR,1152832.7722400001,1895667.41178,"{'latitude': '41.869565', 'longitude': '-87.71438', 'needs_recoding': False}"
PARK NO. 519,519,PLAYGROUND PARK,OUTDOOR,1153324.84442,1889978.2692799999,"{'latitude': '41.853944', 'longitude': '-87.712725', 'needs_recoding': False}"
PARK NO. 520,520,PLAYGROUND PARK,OUTDOOR,1163788.9557099999,1906253.3968400001,"{'latitude': '41.89839', 'longitude': '-87.673859', 'needs_recoding': False}"
PARK NO. 526,526,BOAT LAUNCH NON-MOTORIZED,OUTDOOR,1153671.2607199999,1940594.8189699999,"{'latitude': '41.992833', 'longitude': '-87.710103', 'needs_recoding': False}"
PARK NO. 528,528,BASEBALL JR/SOFTBALL,OUTDOOR,1147187.64803,1862018.97022,"{'latitude': '41.777339', 'longitude': '-87.735964', 'needs_recoding': False}"
PARK NO. 528,528,BASEBALL SR,OUTDOOR,1146933.46383,1861888.7119499999,"{'latitude': '41.776986', 'longitude': '-87.7369', 'needs_recoding': False}"
PARK NO. 528,528,BASEBALL SR,OUTDOOR,1147347.7569599999,1861898.66239,"{'latitude': '41.777006', 'longitude': '-87.73538', 'needs_recoding': False}"
PARK NO. 534,534,PLAYGROUND,OUTDOOR,1153335.40181,1893555.82807,"{'latitude': '41.863761', 'longitude': '-87.712591', 'needs_recoding': False}"
PARK NO. 534,534,SPRAY FEATURE,OUTDOOR,1153339.45692,1893620.7085200001,"{'latitude': '41.863939', 'longitude': '-87.712575', 'needs_recoding': False}"
PARK NO. 535,535,PLAYGROUND PARK,OUTDOOR,1170571.5467999999,1912733.7513300001,"{'latitude': '41.916027', 'longitude': '-87.648757', 'needs_recoding': False}"
PARK NO. 546,546,PLAYGROUND,OUTDOOR,1179254.8342200001,1901846.2261900001,"{'latitude': '41.885957', 'longitude': '-87.617189', 'needs_recoding': False}"
PARK NO. 551,551,DOG FRIENDLY AREA,OUTDOOR,1172144.62075,1902744.39959,"{'latitude': '41.888581', 'longitude': '-87.643273', 'needs_recoding': False}"
PARK NO. 551,551,PLAYGROUND,OUTDOOR,1172166.0140800001,1902799.47658,"{'latitude': '41.888732', 'longitude': '-87.643193', 'needs_recoding': False}"
DE BURGOS (JULIA),554,PLAYGROUND,OUTDOOR,1155329.57761,1911865.8498500001,"{'latitude': '41.913966', 'longitude': '-87.704778', 'needs_recoding': False}"
PARK WEST,1168,PLAYGROUND PARK,OUTDOOR,1170715.6147499999,1917404.07204,"{'latitude': '41.928839', 'longitude': '-87.64809', 'needs_recoding': False}"
PARK-VIEW,1056,PLAYGROUND PARK,OUTDOOR,1150244.14356,1921570.0181100001,"{'latitude': '41.940695', 'longitude': '-87.723208', 'needs_recoding': False}"
PARSONS (LUCY),501,PLAYGROUND PARK,OUTDOOR,1144405.9961099999,1920989.6259000001,"{'latitude': '41.939215', 'longitude': '-87.74468', 'needs_recoding': False}"
PARSONS (LUCY),501,SPRAY FEATURE,OUTDOOR,1144420.5256099999,1920953.9301,"{'latitude': '41.939117', 'longitude': '-87.744627', 'needs_recoding': False}"
PASCHEN (CHRISTIAN),1057,BASKETBALL COURT,OUTDOOR,1161829.0957800001,1946608.68227,"{'latitude': '42.009168', 'longitude': '-87.679927', 'needs_recoding': False}"
PASCHEN (CHRISTIAN),1057,BASKETBALL COURT,OUTDOOR,1161830.9205799999,1946568.8404900001,"{'latitude': '42.009059', 'longitude': '-87.679921', 'needs_recoding': False}"
PASCHEN (CHRISTIAN),1057,PLAYGROUND,OUTDOOR,1161943.14641,1946609.59467,"{'latitude': '42.009169', 'longitude': '-87.679507', 'needs_recoding': False}"
PASTEUR (LOUIS),247,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1148359.4173399999,1866142.2447800001,"{'latitude': '41.788632', 'longitude': '-87.731563', 'needs_recoding': False}"
PASTEUR (LOUIS),247,GYMNASIUM,INDOOR,1148143.8416500001,1865711.09308,"{'latitude': '41.787453', 'longitude': '-87.732364', 'needs_recoding': False}"
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR,1148109.2511700001,1866125.1355600001,"{'latitude': '41.788589', 'longitude': '-87.732481', 'needs_recoding': False}"
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR,1148324.4495600001,1866353.6797199999,"{'latitude': '41.789212', 'longitude': '-87.731686', 'needs_recoding': False}"
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR,1148569.6757799999,1866335.32969,"{'latitude': '41.789157', 'longitude': '-87.730787', 'needs_recoding': False}"
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR,1148568.0078,1866101.78095,"{'latitude': '41.788517', 'longitude': '-87.730799', 'needs_recoding': False}"
PASTEUR (LOUIS),247,PLAYGROUND,OUTDOOR,1148149.2881700001,1865886.5822300001,"{'latitude': '41.787934', 'longitude': '-87.73234', 'needs_recoding': False}"
PASTEUR (LOUIS),247,VOLLEYBALL (SAND),OUTDOOR,1148454.56971,1865919.94634,"{'latitude': '41.78802', 'longitude': '-87.73122', 'needs_recoding': False}"
PASTEUR (LOUIS),247,SPORT ROLLER COURT,OUTDOOR,1148424.5418799999,1865661.3746799999,"{'latitude': '41.787311', 'longitude': '-87.731336', 'needs_recoding': False}"
PASTEUR (LOUIS),247,SPRAY FEATURE,OUTDOOR,1148237.7030199999,1865873.23679,"{'latitude': '41.787896', 'longitude': '-87.732016', 'needs_recoding': False}"
PASTEUR (LOUIS),247,BASEBALL SR,OUTDOOR,1148130.93781,1866326.9885,"{'latitude': '41.789143', 'longitude': '-87.732396', 'needs_recoding': False}"
PASTEUR (LOUIS),247,TENNIS COURT,OUTDOOR,1148609.7127700001,1865903.26428,"{'latitude': '41.787971', 'longitude': '-87.730651', 'needs_recoding': False}"
PASTEUR (LOUIS),247,TENNIS COURT,OUTDOOR,1148564.6711899999,1865901.5963099999,"{'latitude': '41.787967', 'longitude': '-87.730816', 'needs_recoding': False}"
PERIWINKLE,436,PLAYGROUND PARK,OUTDOOR,1176615.17185,1861303.95196,"{'latitude': '41.774765', 'longitude': '-87.628105', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,BASKETBALL COURT,OUTDOOR,1150501.20013,1938894.3479599999,"{'latitude': '41.98823', 'longitude': '-87.721809', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,BASKETBALL COURT,OUTDOOR,1150494.74279,1938970.14013,"{'latitude': '41.988438', 'longitude': '-87.72183', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1150743.1494499999,1938716.4067200001,"{'latitude': '41.987737', 'longitude': '-87.720923', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1150881.9109799999,1939317.7066899999,"{'latitude': '41.989384', 'longitude': '-87.720397', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,FITNESS CENTER,INDOOR,1150858.78406,1938409.14913,"{'latitude': '41.986891', 'longitude': '-87.720506', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,GYMNASIUM,INDOOR,1150891.82271,1938409.14913,"{'latitude': '41.986891', 'longitude': '-87.720385', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,GYMNASTIC CENTER,INDOOR,1150832.3533399999,1938409.14913,"{'latitude': '41.986892', 'longitude': '-87.720603', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,BASEBALL JR/SOFTBALL,OUTDOOR,1150644.30614,1938930.2566800001,"{'latitude': '41.988325', 'longitude': '-87.721281', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,BASEBALL JR/SOFTBALL,OUTDOOR,1150602.7606200001,1938508.15549,"{'latitude': '41.987168', 'longitude': '-87.721445', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,PLAYGROUND,OUTDOOR,1150602.7606200001,1939244.33971,"{'latitude': '41.989188', 'longitude': '-87.721426', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,PLAYGROUND,OUTDOOR,1151091.33445,1938405.12322,"{'latitude': '41.986876', 'longitude': '-87.719651', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR,1151194.36705,1938589.58446,"{'latitude': '41.98738', 'longitude': '-87.719267', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR,1151146.17423,1938587.9227199999,"{'latitude': '41.987376', 'longitude': '-87.719444', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR,1151096.3196700001,1938586.26098,"{'latitude': '41.987373', 'longitude': '-87.719628', 'needs_recoding': False}"
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR,1151053.11274,1938586.26098,"{'latitude': '41.987373', 'longitude': '-87.719787', 'needs_recoding': False}"
PIETROWSKI (SYLVESTER),1058,BASKETBALL COURT,OUTDOOR,1201338.82647,1841560.35595,"{'latitude': '41.719996', 'longitude': '-87.538142', 'needs_recoding': False}"
PIETROWSKI (SYLVESTER),1058,PLAYGROUND,OUTDOOR,1201341.6164899999,1841455.59763,"{'latitude': '41.719708', 'longitude': '-87.538136', 'needs_recoding': False}"
PINE,1287,PLAYGROUND PARK,OUTDOOR,1193827.1285699999,1842346.2864600001,"{'latitude': '41.722339', 'longitude': '-87.565629', 'needs_recoding': False}"
RAINBOW BEACH,1001,HANDBALL/RACQUET (OUT),OUTDOOR,1196854.5667399999,1855879.6937800001,"{'latitude': '41.759401', 'longitude': '-87.554092', 'needs_recoding': False}"
RAINBOW BEACH,1001,HANDBALL/RACQUET (OUT),OUTDOOR,1196837.2055500001,1855865.8047,"{'latitude': '41.759364', 'longitude': '-87.554156', 'needs_recoding': False}"
RAINBOW BEACH,1001,HANDBALL/RACQUET (OUT),OUTDOOR,1196822.44869,1855852.78406,"{'latitude': '41.759328', 'longitude': '-87.55421', 'needs_recoding': False}"
RIIS (JACOB),123,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1134750.76345,1916099.10943,"{'latitude': '41.925971', 'longitude': '-87.780282', 'needs_recoding': False}"
RIIS (JACOB),123,LAGOON,OUTDOOR,1133815.2797600001,1915641.50437,"{'latitude': '41.924732', 'longitude': '-87.78373', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,ARTIFICIAL TURF FIELD,OUTDOOR,1148753.9421399999,1883427.20037,"{'latitude': '41.836056', 'longitude': '-87.729671', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1148412.15017,1882979.5943,"{'latitude': '41.834835', 'longitude': '-87.730937', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,FITNESS CENTER,INDOOR,1148430.9519700001,1883541.9343900001,"{'latitude': '41.836377', 'longitude': '-87.730853', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,GYMNASIUM,INDOOR,1148475.3921699999,1883541.9343900001,"{'latitude': '41.836377', 'longitude': '-87.73069', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR,1148188.2346099999,1882942.3082900001,"{'latitude': '41.834737', 'longitude': '-87.731759', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR,1148234.6603699999,1883238.05803,"{'latitude': '41.835547', 'longitude': '-87.731581', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR,1148635.2983500001,1882942.3082900001,"{'latitude': '41.834728', 'longitude': '-87.730119', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR,1148592.3115600001,1882636.24165,"{'latitude': '41.833889', 'longitude': '-87.730285', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,POOL (OUTDOOR),OUTDOOR,1148453.0339500001,1883446.1147,"{'latitude': '41.836114', 'longitude': '-87.730775', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,PLAYGROUND,OUTDOOR,1148661.09029,1883513.1742700001,"{'latitude': '41.836294', 'longitude': '-87.73001', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,SPRAY FEATURE,OUTDOOR,1148808.96532,1883554.4415800001,"{'latitude': '41.836405', 'longitude': '-87.729466', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASEBALL SR,OUTDOOR,1148530.41044,1883227.7411199999,"{'latitude': '41.835513', 'longitude': '-87.730496', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASEBALL SR,OUTDOOR,1148301.7199500001,1882649.99752,"{'latitude': '41.833932', 'longitude': '-87.73135', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,SKATE PARK,OUTDOOR,1148142.4742000001,1883566.4779699999,"{'latitude': '41.83645', 'longitude': '-87.731911', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASKETBALL COURT,OUTDOOR,1148181.3566699999,1883444.39521,"{'latitude': '41.836115', 'longitude': '-87.731772', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,BASKETBALL COURT,OUTDOOR,1148117.73606,1883444.39521,"{'latitude': '41.836116', 'longitude': '-87.732005', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,TENNIS COURT,OUTDOOR,1148121.17503,1883327.4709099999,"{'latitude': '41.835795', 'longitude': '-87.731995', 'needs_recoding': False}"
PIOTROWSKI (LILLIAN),230,VOLLEYBALL,OUTDOOR,1148776.29544,1883145.2065099999,"{'latitude': '41.835282', 'longitude': '-87.729596', 'needs_recoding': False}"
PLEASANT POINT,140,BASKETBALL COURT,OUTDOOR,1129911.5264099999,1942505.97361,"{'latitude': '41.998519', 'longitude': '-87.797457', 'needs_recoding': False}"
PLEASANT POINT,140,PLAYGROUND,OUTDOOR,1129807.4150700001,1942481.3453800001,"{'latitude': '41.998453', 'longitude': '-87.797841', 'needs_recoding': False}"
PLEASANT POINT,140,SPRAY FEATURE,OUTDOOR,1129863.38904,1942409.69854,"{'latitude': '41.998255', 'longitude': '-87.797637', 'needs_recoding': False}"
POPLAR,323,PLAYGROUND PARK,OUTDOOR,1178548.4852400001,1878033.1324100001,"{'latitude': '41.820628', 'longitude': '-87.620509', 'needs_recoding': False}"
POPLAR,323,SPRAY FEATURE,OUTDOOR,1178633.0497099999,1878047.8709,"{'latitude': '41.820667', 'longitude': '-87.620198', 'needs_recoding': False}"
PORTAGE,147,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1138791.5539299999,1926740.3155100001,"{'latitude': '41.955099', 'longitude': '-87.765175', 'needs_recoding': False}"
SAUGANASH,195,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1146275.98581,1939159.30544,"{'latitude': '41.989038', 'longitude': '-87.737343', 'needs_recoding': False}"
SCOTTSDALE,265,BOXING CENTER,INDOOR,1147245.2082799999,1849015.3663000001,"{'latitude': '41.741654', 'longitude': '-87.736084', 'needs_recoding': False}"
PORTAGE,147,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1138400.58883,1926884.2528899999,"{'latitude': '41.955501', 'longitude': '-87.766608', 'needs_recoding': False}"
PORTAGE,147,GARDEN,OUTDOOR,1139105.63959,1926214.4058000001,"{'latitude': '41.95365', 'longitude': '-87.764033', 'needs_recoding': False}"
PORTAGE,147,GYMNASIUM,INDOOR,1139205.86084,1926833.6804800001,"{'latitude': '41.955348', 'longitude': '-87.763649', 'needs_recoding': False}"
PORTAGE,147,POOL (INDOOR),INDOOR,1139178.6292699999,1926944.5513200001,"{'latitude': '41.955653', 'longitude': '-87.763747', 'needs_recoding': False}"
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR,1138782.6300600001,1927064.5353300001,"{'latitude': '41.955989', 'longitude': '-87.7652', 'needs_recoding': False}"
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR,1138622.11628,1926791.06705,"{'latitude': '41.955242', 'longitude': '-87.765796', 'needs_recoding': False}"
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR,1138958.99716,1926757.3788000001,"{'latitude': '41.955143', 'longitude': '-87.764559', 'needs_recoding': False}"
PORTAGE,147,POOL (OUTDOOR),OUTDOOR,1139361.27293,1926886.18628,"{'latitude': '41.955489', 'longitude': '-87.763077', 'needs_recoding': False}"
PORTAGE,147,PLAYGROUND,OUTDOOR,1138378.37267,1926462.11265,"{'latitude': '41.954343', 'longitude': '-87.7667', 'needs_recoding': False}"
PORTAGE,147,SPORT ROLLER COURT,OUTDOOR,1139299.8416299999,1927258.73737,"{'latitude': '41.956513', 'longitude': '-87.763293', 'needs_recoding': False}"
PORTAGE,147,BASEBALL SR,OUTDOOR,1138707.32739,1926440.3144700001,"{'latitude': '41.954278', 'longitude': '-87.765492', 'needs_recoding': False}"
PORTAGE,147,TENNIS COURT,OUTDOOR,1138863.87793,1927246.8473100001,"{'latitude': '41.956488', 'longitude': '-87.764896', 'needs_recoding': False}"
PORTAGE,147,TENNIS COURT,OUTDOOR,1138903.5110500001,1927244.86568,"{'latitude': '41.956482', 'longitude': '-87.764751', 'needs_recoding': False}"
PORTAGE,147,TENNIS COURT,OUTDOOR,1138776.6851900001,1927246.8473100001,"{'latitude': '41.95649', 'longitude': '-87.765217', 'needs_recoding': False}"
PORTAGE,147,TENNIS COURT,OUTDOOR,1138820.28156,1927242.8840600001,"{'latitude': '41.956478', 'longitude': '-87.765057', 'needs_recoding': False}"
PORTAGE,147,TENNIS COURT,OUTDOOR,1138947.10742,1927244.86568,"{'latitude': '41.956481', 'longitude': '-87.764591', 'needs_recoding': False}"
PORTAGE,147,TENNIS COURT,OUTDOOR,1138986.74055,1927244.86568,"{'latitude': '41.95648', 'longitude': '-87.764445', 'needs_recoding': False}"
PORTAGE,147,WATER PLAYGROUND,OUTDOOR,1139323.6214300001,1927044.7187699999,"{'latitude': '41.955925', 'longitude': '-87.763211', 'needs_recoding': False}"
PORTAGE,147,WATER SLIDE,OUTDOOR,1139394.7830399999,1926728.22334,"{'latitude': '41.955055', 'longitude': '-87.762957', 'needs_recoding': False}"
POTTAWATTOMIE,166,BASKETBALL COURT,OUTDOOR,1162449.74972,1948894.6206100001,"{'latitude': '42.015428', 'longitude': '-87.677579', 'needs_recoding': False}"
POTTAWATTOMIE,166,BASKETBALL COURT,OUTDOOR,1162479.5583899999,1948917.08513,"{'latitude': '42.015489', 'longitude': '-87.677469', 'needs_recoding': False}"
POTTAWATTOMIE,166,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1162559.07923,1949143.87733,"{'latitude': '42.01611', 'longitude': '-87.67717', 'needs_recoding': False}"
POTTAWATTOMIE,166,FITNESS CENTER,INDOOR,1162307.3067699999,1948783.6063999999,"{'latitude': '42.015126', 'longitude': '-87.678106', 'needs_recoding': False}"
POTTAWATTOMIE,166,GYMNASIUM,INDOOR,1162279.48661,1948828.1187799999,"{'latitude': '42.015249', 'longitude': '-87.678207', 'needs_recoding': False}"
POTTAWATTOMIE,166,BASEBALL JR/SOFTBALL,OUTDOOR,1162745.9115299999,1949051.52942,"{'latitude': '42.015852', 'longitude': '-87.676485', 'needs_recoding': False}"
POTTAWATTOMIE,166,BASEBALL JR/SOFTBALL,OUTDOOR,1162684.3404600001,1949360.78306,"{'latitude': '42.016702', 'longitude': '-87.676703', 'needs_recoding': False}"
POTTAWATTOMIE,166,PLAYGROUND,OUTDOOR,1162176.3811699999,1948658.3159700001,"{'latitude': '42.014785', 'longitude': '-87.678592', 'needs_recoding': False}"
POTTAWATTOMIE,166,SPRAY FEATURE,OUTDOOR,1162179.1800500001,1948717.08816,"{'latitude': '42.014947', 'longitude': '-87.67858', 'needs_recoding': False}"
POTTAWATTOMIE,166,BASEBALL SR,OUTDOOR,1162366.6911599999,1949005.35136,"{'latitude': '42.015734', 'longitude': '-87.677881', 'needs_recoding': False}"
POTTAWATTOMIE,166,TENNIS COURT,OUTDOOR,1162113.4111599999,1948824.83696,"{'latitude': '42.015244', 'longitude': '-87.678819', 'needs_recoding': False}"
POTTAWATTOMIE,166,TENNIS COURT,OUTDOOR,1162158.18994,1948824.83696,"{'latitude': '42.015243', 'longitude': '-87.678654', 'needs_recoding': False}"
PRAIRIE WOLF,329,PLAYGROUND PARK,OUTDOOR,1183365.1258700001,1863269.8263099999,"{'latitude': '41.780005', 'longitude': '-87.603299', 'needs_recoding': False}"
PRAIRIE WOLF,329,SPRAY FEATURE,OUTDOOR,1183411.4217099999,1863275.7455899999,"{'latitude': '41.780021', 'longitude': '-87.60313', 'needs_recoding': False}"
PRIVET,375,PLAYGROUND PARK,OUTDOOR,1169292.1520499999,1912370.73336,"{'latitude': '41.915059', 'longitude': '-87.653468', 'needs_recoding': False}"
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR,1138962.96074,1926640.46138,"{'latitude': '41.954822', 'longitude': '-87.764547', 'needs_recoding': False}"
PULASKI (CASIMER),217,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1166647.32302,1909128.2946299999,"{'latitude': '41.906219', 'longitude': '-87.663278', 'needs_recoding': False}"
PULASKI (CASIMER),217,GYMNASIUM,INDOOR,1166617.01501,1909338.8125799999,"{'latitude': '41.906797', 'longitude': '-87.663383', 'needs_recoding': False}"
PULASKI (CASIMER),217,POOL (OUTDOOR),OUTDOOR,1166556.7201799999,1908845.47728,"{'latitude': '41.905444', 'longitude': '-87.663619', 'needs_recoding': False}"
PULASKI (CASIMER),217,SPRAY FEATURE,OUTDOOR,1166737.18505,1908825.7004199999,"{'latitude': '41.905386', 'longitude': '-87.662956', 'needs_recoding': False}"
PULASKI (CASIMER),217,WATER PLAYGROUND,OUTDOOR,1166645.7164,1908926.23336,"{'latitude': '41.905664', 'longitude': '-87.663289', 'needs_recoding': False}"
RAILROAD JUNCTION,354,PLAYGROUND PARK,OUTDOOR,1183066.9059900001,1856397.11696,"{'latitude': '41.761153', 'longitude': '-87.604606', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR,1196749.82712,1856157.20438,"{'latitude': '41.760166', 'longitude': '-87.554466', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR,1197569.8156399999,1855193.9280900001,"{'latitude': '41.757502', 'longitude': '-87.551493', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR,1197515.63136,1855149.3766699999,"{'latitude': '41.757381', 'longitude': '-87.551693', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR,1197625.20398,1855238.47951,"{'latitude': '41.757623', 'longitude': '-87.551289', 'needs_recoding': False}"
RAINBOW BEACH,1001,BEACH,OUTDOOR,1198013.1825300001,1855670.78311,"{'latitude': '41.758799', 'longitude': '-87.549852', 'needs_recoding': False}"
RAINBOW BEACH,1001,FITNESS CENTER,INDOOR,1198460.80926,1855404.05333,"{'latitude': '41.758056', 'longitude': '-87.548221', 'needs_recoding': False}"
RAINBOW BEACH,1001,GYMNASIUM,INDOOR,1198480.0641399999,1855327.0338000001,"{'latitude': '41.757844', 'longitude': '-87.548153', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASEBALL JR/SOFTBALL,OUTDOOR,1198196.2720600001,1855219.5983200001,"{'latitude': '41.757557', 'longitude': '-87.549197', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASEBALL JR/SOFTBALL,OUTDOOR,1198065.4937799999,1854912.2695299999,"{'latitude': '41.756717', 'longitude': '-87.549686', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASEBALL JR/SOFTBALL,OUTDOOR,1197830.0930000001,1855193.4425299999,"{'latitude': '41.757494', 'longitude': '-87.550539', 'needs_recoding': False}"
RAINBOW BEACH,1001,PLAYGROUND,OUTDOOR,1196970.1764199999,1855942.8754100001,"{'latitude': '41.759572', 'longitude': '-87.553666', 'needs_recoding': False}"
RAINBOW BEACH,1001,BASEBALL SR,OUTDOOR,1198967.8633699999,1853676.4153799999,"{'latitude': '41.753303', 'longitude': '-87.546421', 'needs_recoding': False}"
